,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Inventory,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Receviables,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,Current_Assets_Total,REV,GROSS,CGS,OPR,SGA_2,NETINC,NETINC_1,FINCOST,FININC,TAX,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,CFO_Total,PER,EBIT,GreenBlatt
1105,041920,2022-05-10,5440,175836,945211760,87040000000,16000000,2021-12-31,Y,90170000000,12611000000,4196000000,32424000000,12403000000,9741000000,8334999999,0,1692000000,120000000,516000000,78737000000,78737000000,70179000000,56802000000,19356000000,37446000000,8259999999,545000000,8774000000,8774000000,37000000,80000000,1630999999,1455000000,380000000,12133000000,9.920218828356507,10361999999,0.12883412698156138
1106,014100,2022-05-10,6200,0,0,73160000000,11800000,2021-12-31,Y,140653000000,12849000000,11000000,13203000000,13335000000,29167000000,7991000000,0,18351000000,4674000000,4782000000,93136000000,93136000000,39884000000,71525000000,36495000000,35029000000,4479000000,883000000,4366000000,4366000000,608000000,1685000000,1594000000,1540000000,215000000,8530000000,16.756756756756758,4883000000,0.04379922142690562
1107,054180,2022-05-10,719,852504,609528546,69229742569,96286151,2021-12-31,Y,102479000000,919000000,19262000000,4190999999,1654000000,33417000000,2289000000,0,2861000000,0,142000000,66201000000,66204000000,26273000000,17449000000,505000000,16944000000,-9347000000,802999999,-23938000000,-23935000000,12410000000,8506999999,0,2206000000,2000000,-7244000000,-2.892043719984961,-20034999999,-0.29010164778025543
1108,086900,2022-05-10,121600,28293,3412653600,796459084800,6549828,2021-12-31,Y,577698000000,32970999999,13466000000,71777000000,41479000000,107947000000,14660000000,0,66187000000,8062000000,942000000,403565000000,399481000000,160959000000,184870000000,105853000000,79017000000,34492000000,3399000000,93263000000,94154000000,8055000000,9640000000,35003000000,14799000000,3457000000,19966000000,8.539925638248823,126681000000,0.26967691393951265
1109,078160,2022-05-10,21550,64716,1366883850,350493380700,16264194,2021-12-31,Y,254094000000,9859000000,47377000000,10787000000,10944000000,41395000000,7465000000,0,50505000000,447000000,3164000000,162193000000,159479000000,81080000000,54855999999,31863000000,22994000000,-5211000000,1807000000,-966000000,-683000000,7088000000,6573000000,1569000000,3148000000,1750000000,4056000000,-362.8295866459627,1118000000,0.005256254143178859
1110,065650,2022-05-10,2110,117942,243913245,92029673490,43615959,2021-12-31,Y,49097000000,6195000000,0,9619000000,3415000000,6245000000,1766000000,0,562000000,1000000,0,42290000000,42290000000,19348000000,49251000000,8587000000,40664000000,861000000,701000000,-6759000000,-6759000000,1160000000,165000000,-276000000,577000000,249000000,-1503000000,-13.615871207279183,-6040000000,-0.1409502473630169
1111,140410,2022-05-10,17950,327376,5779313550,480019223100,26742018,2021-12-31,Y,83935000000,11777000000,24974000000,24210000000,2745000000,18497000000,16275000000,0,2645000000,0,217000000,62792999999,62792999999,64174000000,26654000000,3697999999,22956000000,-16797999999,1257000000,-13603000000,-13603000000,1782000000,5465000000,577000000,1586000000,0,-15071000000,-35.2877470484452,-16709000000,-0.2553409334026101
1112,241770,2022-05-10,12350,5033,61469850,125879104000,10192640,2021-12-31,Y,163089000000,16026000000,3014000000,34099000000,10309000000,10802000000,8753000000,0,4029999999,698000000,2691000000,148257000000,148051000000,63925000000,82772000000,29318000000,53454000000,3799000000,1995000000,7723999999,7973000000,50000000,331000000,-1316000000,9567000000,492000000,12314000000,16.297139308168973,6126999999,0.040233243802819674
1113,059210,2022-05-10,2735,146784,394481395,65263529985,23862351,2021-12-31,Y,103128000000,15276000000,5833000000,10113000000,13141999999,38161000000,5497000000,0,4868000000,403000000,196000000,60099000000,58323000000,48203000000,58779999999,25003000000,33777999999,4942000000,1031000000,9662000000,9522000000,1341000000,143000000,-1938000000,3296000000,275000000,11136000000,6.754660524218588,8922000000,0.13733126048609293
1114,058110,2022-05-10,5860,120703,691878240,94056105800,16050530,2021-12-31,Y,96738000000,27061000000,1619000000,28942000000,6383000000,8931000000,4666000000,0,16213999999,740000000,0,71592000000,71002000000,64947000000,49296000000,24714000000,24582000000,10643000000,469000000,9080000000,9479000000,880000000,75000000,1552000000,2335000000,34000000,7112000000,10.358601960352424,11437000000,0.13025157447583904
1115,096640,2022-05-10,1715,2419067,4092210860,65077793025,37946235,2021-12-31,Y,61753000000,10617000000,0,2196000000,2276000000,24820000000,2828000000,0,348000000,317000000,0,36584000000,36584000000,16632000000,24003000000,5894000000,18109000000,927999999,458000000,-13368000000,-13368000000,2431000000,546000000,0,530000000,113999999,-19616000000,-4.868177216113106,-11483000000,-0.3109143584328378
1116,257370,2022-05-10,9210,0,0,71157896760,7726156,2021-12-31,Y,50267000000,15151000000,430000000,2745000000,846000000,25648000000,1950000000,110000000,4050000000,405000000,457000000,20569000000,20569000000,22829000000,11554000000,1564000000,9990000000,-7423000000,363000000,-7086000000,-7086000000,1429000000,1135000000,308000000,622000000,51000000,3783000000,-10.042040186282811,-6484000000,-0.26337381697063245
1117,080420,2022-05-10,3370,154692,515994070,268661866140,79721622,2021-12-31,Y,952690000000,118971000000,12518000000,45493000000,49790000000,305363000000,98593000000,0,270164000000,3881000000,2624000000,377163000000,355077000000,232025000000,399501000000,212929000000,186572000000,30152000000,23226000000,11234000000,11445000000,17233000000,8186000000,2304000000,29775000000,1188000000,59899000000,23.915067308171622,22585000000,0.034889630743040224
1118,080160,2022-05-10,20750,193586,3914527200,392175000000,18900000,2021-12-31,Y,258214000000,1347000000,34372000000,11115000000,5450000000,147277000000,21085000000,0,9240000000,80000000,1439000000,101697000000,69579000000,141067000000,13760000000,7959999999,5800000000,-23338000000,4301000000,18493000000,17573000000,3463000000,2529000000,-2380000000,5491000000,67000000,-26427000000,21.206672795111665,17047000000,0.15366379116074888
1119,100030,2022-05-10,21000,6392,131606750,68957994000,3283714,2021-12-31,Y,66829999999,0,9677000000,12176000000,3508000000,17448000000,2399000000,0,2791000000,0,0,46591000000,45543000000,27694000000,21101000000,10045000000,11056000000,4450000000,190000000,9574000000,9490000000,4527000000,13044000000,494000000,991000000,17000000,5687000000,7.202631501984541,1551000000,0.0314082054196146
1120,087260,2022-05-10,4085,2087922,8400650500,132609091910,32462446,2021-12-31,Y,81041000000,5048000000,21943000000,14671000000,15313000000,36370000000,5752000000,0,935000000,0,935000000,43737000000,43737000000,57683000000,47775000000,12265000000,35511000000,2293000000,1563000000,2501000000,2501000000,2681000000,2488000000,184000000,584000000,1402000000,6466000000,53.022427792882844,2878000000,0.06442658548051308
1121,101330,2022-05-10,3565,148336,515135345,85410940220,23958188,2021-12-31,Y,1011618000000,162809000000,4645000000,49466000000,258721999999,529739999999,295072000000,0,120085999999,21703000000,41957000000,361793000000,279628000000,507151000000,1171801000000,96368000000,1075434000000,14544000000,1887000000,7647000000,5890000000,13433000000,3361000000,8568000000,52946000000,4795000000,64608000000,11.169208868837453,26287000000,0.054551151951210575
1122,012860,2022-05-10,1810,430644,765406300,128069585370,70756677,2021-12-31,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inf,0,
1123,348030,2022-05-10,15600,32887,511248700,149819280000,9603800,2021-12-31,Y,80494000000,0,20000000000,33189999999,3775000000,4454000000,2522000000,0,2436000000,0,0,73603000000,73603000000,58535000000,56717999999,56717999999,0,10030000000,1035000000,9945000000,9945000000,113999999,1800000000,1553000000,327000000,707000000,9386000000,15.06478431372549,9811999999,0.12903734875065756
1124,250060,2022-05-10,2120,143345,291980605,68203185680,32171314,2021-12-31,Y,69920000000,229000000,26001000000,19189000000,4140999999,5694000000,1104000000,0,12521000000,359000000,1255000000,51705999999,29114999999,50336000000,15213999999,7381000000,7833000000,-1332000000,860000000,-1618000000,-2237000000,1889000000,1789999999,365000000,886999999,426999999,-1458000000,-42.15277236093943,-1153999999,-0.0179678011864354
1125,033200,2022-05-10,6870,45975,306282410,98455240950,14331185,2021-12-31,Y,78791000000,2882000000,35462000000,10872000000,5712000000,5138000000,5125000000,0,1492000000,0,297000000,72162000000,71132000000,55063000000,23181000000,2775000000,20407000000,-1128000000,149000000,-1129000000,-1188000000,1000000,286000000,377000000,689000000,22000000,-1115000000,-87.2057050044287,-1037000000,-0.014079535117374717
1126,118990,2022-05-10,31250,129250,4023525650,257944843750,8254235,2021-12-31,Y,452968000000,97101000000,4707000000,23333000000,76289000000,161330000000,74975000000,814000000,158406000000,138000000,0,133232000000,135286999999,207900000000,436702000000,92564000000,344138000000,35319000000,6028000000,11559000000,11668000000,30927999999,15562000000,4722000000,9940000000,7079000000,23578000000,22.315498204862013,31646999999,0.10851466543797447
1127,006920,2022-05-10,5760,309144,1753850580,62899200000,10920000,2021-12-31,Y,50427000000,3607000000,3200000000,7553000000,10705000000,10792000000,10158000000,0,9646000000,190000000,9151000000,29989999999,23047000000,25205000000,72814000000,5577000000,67237000000,976000000,434000000,92000000,-50000000,66000000,225999999,434999999,1969000000,0,2790000000,683.6869565217391,367000000,0.009259492872461209
1128,001810,2022-05-10,3375,309019,1035358805,74714062500,22137500,2021-12-31,Y,308911000000,32670999999,0,42141000000,21113000000,59395000000,15621000000,0,37264000000,933000000,14615000000,212253000000,210738000000,96754000000,132202000000,15800000000,116402000000,6101000000,468000000,4332000000,4196000000,3141000000,805000000,1306000000,2581000000,133000000,-1817000000,17.247013504155124,7974000000,0.03195787043716635
1129,279600,2022-05-10,11500,11185,127043450,53874981500,4684781,2021-12-31,Y,32136000000,4000000,5338000000,5822000000,2005000000,3201000000,1543000000,0,11205000000,0,2486000000,17730000000,17730000000,15351000000,14994999999,4733000000,10262000000,-68000000,467000000,160000000,160000000,200999999,419000000,0,712000000,63000000,1246000000,336.718634375,-58000001,-0.002004492863314325
1130,095500,2022-05-10,7400,593861,4277737560,229473992600,31009999,2021-12-31,Y,420759000000,74152000000,11569000000,105541000000,67717999999,128652000000,49264000000,0,45780000000,2699000000,1207000000,246327000000,222490000000,266202000000,458243999999,75110000000,383135000000,23639000000,4113000000,23420000000,22242000000,10869000000,17765000000,7036000000,9732000000,654000000,31422000000,9.79820634500427,23560000000,0.08065537628334822
1131,218150,2022-05-10,8630,12309297,116345145160,171701133720,19895844,2021-12-31,Y,55390000000,5103000000,9615000000,18149000000,8509000000,7431999999,4339000000,0,14899000000,42000000,0,33058999999,32885000000,41524000000,66667999999,8480000000,58188000000,1855000000,524000000,1079000000,1143000000,999000000,117000000,65000000,750000000,171000000,2982000000,159.1298736978684,2026000000,0.042245297968175374
1132,049950,2022-05-10,22300,27884,618043200,191486086000,8586820,2021-12-31,Y,160688000000,26067000000,12351000000,35826000000,14919999999,55474000000,21613000000,0,1172000000,440000000,0,104042000000,104042000000,105121000000,116381000000,31374000000,85006000000,4596000000,1614999999,6427000000,6427000000,217000000,2705000000,-443000000,2811000000,401999999,24567000000,29.7940074684923,3496000000,0.03322751725055601
1133,207760,2022-05-10,7460,80339,588422280,184721797100,24761635,2021-12-31,Y,80744000000,7000000,19239000000,29092000000,5363000000,14551000000,6088000000,0,852999999,400000000,244000000,65340000000,65234000000,58803000000,61454999999,61454999999,0,6768000000,2707000000,6747000000,6745000000,140000000,683000000,736000000,1050000000,1657999999,8665000000,27.378360323106566,6940000000,0.10484492317918813
1134,059090,2022-05-10,10450,226966,2322728550,349205330100,33416778,2021-12-31,Y,721538000000,30885000000,24738000000,180518000000,48214000000,187679000000,25081000000,0,154388000000,2904000000,21617000000,379471000000,197591000000,287546000000,365491000000,171393000000,194098000000,69668000000,6101000000,21812000000,-10987000000,17047999999,15066999999,40223000000,29385000000,0,79763000000,16.009780400696865,64016000000,0.11991181192037598
1135,214610,2022-05-10,7060,120191,843400770,129175175020,18296767,2021-12-31,Y,88677000000,18751000000,13647000000,23811000000,11321000000,11723000000,2336000000,0,24721000000,323000000,3440999999,52234000000,52259000000,69681000000,30302000000,14787000000,15515000000,-10895000000,867000000,-10585000000,-10575000000,1288000000,1341000000,-13000000,2167000000,272000000,-8600000000,-12.203606520547945,-10651000000,-0.13840736024118305
1136,201490,2022-05-10,5290,296596,1548048380,165353603300,31257770,2021-12-31,Y,224200000000,0,39569000000,65500000000,10848000000,44351000000,9115000000,0,4440000000,0,0,175409000000,101958000000,119694000000,109733999999,73512000000,36222000000,34515000000,5274000000,25880000000,9160000000,3233000000,897000000,6579000000,2911000000,2363000000,30551000000,6.389242785935085,34795000000,0.19346785358828794
1137,950190,2022-05-10,17900,52833,935160250,243080066800,13579892,2021-12-31,Y,132349000000,0,36737000000,63692999999,8607000000,9957000000,6972000000,0,1647000000,0,0,120746000000,119832000000,112474000000,94447000000,66352000000,28095999999,36704000000,2458000000,30374000000,30354000000,834000000,659000000,6420999999,2429000000,109000000,31155000000,8.002899413972477,36969999999,0.3020622262811295
1138,214180,2022-05-10,17500,26718,458688750,232000737500,13257185,2021-12-31,Y,454054000000,7675000000,59189000000,190605000000,58804999999,162385000000,152147000000,0,17742000000,25000000,1545000000,273927000000,136173000000,319943000000,221041000000,221041000000,0,37477000000,12057000000,32466000000,21093000000,803999999,1738000000,9516000000,5735000000,6322000000,83428000000,7.145960004312204,41047999999,0.14073487411757848
1139,206640,2022-05-10,14050,101114,1412841250,329986168000,23486560,2021-12-31,Y,192242000000,33410000000,29920999999,38817000000,26738000000,27113000000,13412000000,0,3896000000,379000000,0,161233000000,151088000000,131083000000,157708000000,98372000000,59336000000,51936000000,2332000000,47395000000,44367000000,1247000000,4818000000,8644000000,5080000000,961000000,49927000000,6.962467939656082,52468000000,0.31773946429760974
1140,018700,2022-05-10,3610,345978,1225593655,126782322770,35119757,2021-12-31,Y,78809000000,6071000000,35191000000,3264000000,3236000000,6562000000,2938000000,0,4738000000,310000000,36000000,67510000000,66622000000,48447000000,35641000000,35641000000,0,-5309000000,648000000,15675000000,16122999999,2719000000,33422000000,99000000,594000000,54000000,-6931999999,8.08818646060606,-14929000000,-0.20663833792406605
1141,035620,2022-05-10,1320,536889,690654035,98260371000,74439675,2021-12-31,Y,140863000000,488000000,1540000000,2874000000,5428000000,20907000000,2961000000,0,10578000000,894999999,836999999,109378000000,110313000000,11938000000,10711000000,10711000000,0,-1322000000,576000000,8534000000,8948000000,1594000000,983000000,1561000000,565000000,11000000,-6927000000,11.513987696273729,10706000000,0.0892493914435293
1142,064520,2022-05-10,9450,0,0,79083714150,8368647,2021-12-31,Y,59607000000,7311000000,0,7602000000,15409000000,15222000000,1729000000,218000000,3169000000,0,0,41216000000,41216000000,31217000000,55333000000,4880000000,50452000000,881000000,49000000,1422000000,1422000000,1261000000,919999999,0,473000000,9000000,-11136000000,55.614426265822786,1763000001,0.03972062636025684
1143,053030,2022-05-10,14050,308890,4290302700,446242724400,31761048,2021-12-31,Y,272488000000,22932000000,3679000000,50084000000,18382000000,32708999999,14159000000,0,58604999999,90000000,0,181174000000,180418000000,108305000000,134399000000,59985000000,74414000000,13109000000,588000000,19030000000,19094000000,4408000000,14665000000,5204000000,5665000000,339000000,28070000000,23.449433757225435,13977000000,0.058291176458078936
1144,301300,2022-05-10,37400,40674,1492831100,208698732000,5580180,2021-12-31,Y,99831000000,206000000,29836000000,9229000000,2406000000,28969000000,17075000000,906000000,36655000000,93000000,0,34207000000,32300000000,55220000000,44617000000,9157000000,35460000000,-9146000000,1072000000,-9497000000,-8838000000,1907999999,1369000000,18000000,1178000000,245000000,-10255000000,-21.975227124355058,-8940000001,-0.12616070673986057
1145,064550,2022-05-10,27950,292306,8110221000,721397633450,25810291,2021-12-31,Y,262417999999,26533000000,33319000000,49392000000,21977000000,50785000000,12615000000,0,4042000000,259000000,3131000000,207592000000,203049000000,136388000000,223744000000,174197000000,49547000000,47064000000,2041000000,29199000000,27160000000,22019000000,15797000000,14079000000,5237000000,618000000,53175000000,24.706244510085963,49500000000,0.23389546998924504
1146,314930,2022-05-10,25550,26597,667178450,157597382250,6168195,2021-12-31,Y,45823000000,1207000000,16007000000,9455000000,1055000000,7313000000,1246000000,0,12000000,0,0,38498000000,38498000000,27987000000,3763000000,499000000,3265000000,-2343000000,217000000,-10857000000,-10857000000,9188000000,305000000,-281000000,570000000,774000000,-505000000,-14.515739361702128,-2255000000,-0.05855621916385354
1147,208710,2022-05-10,1620,913833,1450291900,67118887440,41431412,2021-12-31,Y,103770000000,5055000000,57999999,10888000000,25216000000,49537000000,14306000000,0,4788000000,0,0,49445000000,49519000000,42401000000,87280000000,3938000000,83342000000,-6662000000,677000000,-7887000000,-7214000000,2053000000,176000000,-1281000000,7534000000,365000000,-3162000000,-8.51006560669456,-7291000000,-0.1344384415392842
1148,142760,2022-05-10,6140,755311,4350990260,193094385580,31448597,2021-12-31,Y,188850000000,9542000000,9468000000,59128000000,17700000000,46698000000,13803000000,0,43836000000,89000000,2770000000,98316000000,45114000000,97139000000,101170000000,25729000000,75441000000,-14481000000,3790000000,-35766000000,-19768000000,8400000000,6916000000,-969999999,4017000000,2784000000,-5036000000,-5.39882529720964,-35251999999,-0.2479880691020879
1149,086820,2022-05-10,14350,26162,364920800,116858163100,8143426,2021-12-31,Y,94404000000,1203000000,54141999999,28956000000,2364000000,48861000000,1296000000,0,530000000,154000000,261000000,45013000000,45013000000,87055000000,11802000000,7608000000,4194000000,-1572000000,690000000,-1685000000,-1685000000,1354000000,1576000000,0,1621000000,146000000,83000000,-69.35202557863502,-1907000000,-0.04187251608370112
1150,038460,2022-05-10,4620,137531,618220315,92805636000,20087800,2021-12-31,Y,225851000000,50774000000,6740000000,13585000000,41778000000,91458000000,32447000000,0,42761000000,49000000,4808000000,91631000000,99098000000,118957000000,189183000000,68436000000,120747000000,8031999999,2940000000,634000000,1392000000,6259000000,1232000000,707000000,5344000000,288000000,1203000000,146.38112933753942,6368000000,0.04738342026742464
1151,086040,2022-05-10,8930,3074973,27435756390,130977408390,14667123,2021-12-31,Y,90741000000,674000000,11322000000,18592000000,6868000000,45777000000,7376000000,0,3115000000,0,1069999999,41849000000,41144000000,37746000000,34087000000,11915000000,22172000000,4157000000,363000000,6980000000,7114000000,2121000000,4477000000,-209000000,1553000000,119000000,4346000000,18.764671689111747,4415000000,0.09818966284138422
1152,099430,2022-05-10,24800,173185,4224266550,356215494400,14363528,2021-12-31,Y,88462000000,4672000000,0,41028000000,8445000000,7498999999,2253000000,0,438000000,0,54000000,80525000000,78699000000,54416000000,37418000000,23646000000,13772000000,18226000000,348000000,10673000000,10725000000,2537000000,504000000,3495000000,1186000000,112000000,13352000000,33.37538596458353,16201000000,0.2001037510937082
1153,032980,2022-05-10,1555,6284911,10474425715,52015353340,33450388,2021-12-31,Y,47239000000,2070000000,1923999999,12202000000,6269000000,10560000000,825000000,0,3194000000,60000000,409000000,33485000000,33260000000,23270000000,13613000000,1837000000,11776000000,-5303000000,568000000,-13215000000,-13222000000,1587000000,1507000000,-628000000,585000000,105000000,-7219000000,-3.9360842482028,-13763000000,-0.3752283322882303
1154,222160,2022-05-10,9240,149889,1335898590,75249321840,8143866,2021-12-31,Y,28197000000,8593000000,3354999999,5347000000,4320000000,4658000000,3078000000,0,409999999,200000000,74000000,23129000000,23129000000,21844000000,16788999999,7058000000,9731000000,4833000000,0,169000000,169000000,5002000000,343000000,4000000,111000000,8000000,2282000000,445.262259408284,4832000000,0.20527634988742088
1155,308080,2022-05-10,20550,77134,1572062150,195287266500,9503030,2021-12-31,Y,116979000000,0,33327999999,32120000000,250000000,10189000000,836999999,0,1902000000,0,892000000,104886999999,104886999999,66724000000,0,0,0,-13136000000,936999999,-11114000000,-11114000000,353000000,2375000000,0,1532000000,186000000,-7955000000,-17.571285450782796,-13136000000,-0.12300777226332053
1156,043150,2022-05-10,36350,52443,1881442150,539952205600,14854256,2021-12-31,Y,419976000000,77626000000,19130000000,86168000000,56597000000,97321000000,60795000000,0,38099000000,2021000000,3585000000,284556000000,273223000000,246373999999,338980000000,165596000000,173384000000,65530999999,5268000000,55388000000,51235000000,1255000000,4308000000,18847000000,8718000000,1143000000,44133000000,9.748541301364916,71182000000,0.22061334862314236
1157,323990,2022-05-10,43200,535877,23351879050,657633600000,15223000,2021-12-31,Y,31276000000,0,25000000000,2309000000,353000000,392000000,209000000,0,803999999,112999999,654000000,30080000000,30080000000,28197000000,0,0,0,-5904000000,256999999,-4763000000,-4763000000,27000000,322000000,0,231999999,25000000,-4662000000,-138.07129960109174,-5058000000,-0.16377412252298926
1158,267790,2022-05-10,11100,112701,1193927850,87529050000,7885500,2021-12-31,Y,51550000000,9549000000,641000000,22462000000,843000000,4215000000,1301000000,110000000,10975000000,48000000,0,36360000000,36360000000,34214000000,21528000000,10754000000,10774000000,-7716000000,1884000000,-6990000000,-6990000000,957000000,101000000,-1116000000,1730000000,154000000,1872000000,-12.522038626609442,-7250000000,-0.1531636209992606
1159,046310,2022-05-10,3600,86612,305354090,59107107600,16418641,2021-12-31,Y,103285999999,31432000000,25324000000,9570000000,22492000000,31537000000,11933000000,0,7286000000,206999999,3274000000,64464000000,43315000000,90044000000,156463000000,32966000000,123497000000,9953000000,1676000000,9812000000,5814000000,768000000,676000000,1648999999,1994000000,247000000,1705999999,6.023961231145536,11552999999,0.16101966576762072
1160,066410,2022-05-10,2840,1060567,2921524520,179019723760,63035114,2021-12-31,Y,302315000000,375000000,66817999999,28988000000,2039000000,89635000000,2732000000,0,67373000000,5202000000,0,145306000000,145306000000,98446000000,26399000000,5197000000,21202000000,-2085000000,1205000000,50868000000,50868000000,29058000000,74032000000,10452000000,1415000000,11000000,7265000000,3.519299436974129,16346000000,0.07685725032913297
1161,206400,2022-05-10,4605,185398,836506790,132563154135,28786787,2021-12-31,Y,130055000000,2407000000,17766000000,29941000000,7304000000,42908000000,4973000000,0,2210000000,4000000,132000000,84938000000,84869000000,58733000000,26668000000,7837000000,18830000000,1537000000,2316000000,8632000000,8637000000,9469000000,22621000000,-17000000,1156000000,1161000000,2079000000,15.357177263090826,-4537000000,-0.05206145937324291
1162,019010,2022-05-10,2375,83325,195049940,114475000000,48200000,2021-12-31,Y,627795000000,644000000,119979000000,16433000000,1370000000,194487000000,13091999999,105000000,91983000000,2637000000,0,341325000000,302983000000,138614000000,50929000000,29385000000,21544000000,2868000000,3796000000,44135000000,41639000000,4987000000,1435000000,15015000000,5880000000,0,8088000000,2.5937464597258413,62702000000,0.14470538277622383
1163,177350,2022-05-10,9150,2412273,21509778050,108170238600,11821884,2021-12-31,Y,93352000000,10434000000,3365000000,7420999999,5939000000,46311000000,6588000000,0,8368000000,36000000,682000000,38673000000,37452000000,32012000000,24634000000,2000000000,22634000000,-7461000000,438999999,5600000000,7983000000,2486000000,824000000,-3538000000,1655000000,847000000,-9687000000,19.316114035714286,3724000000,0.07916498373759061
1164,299910,2022-05-10,3165,0,0,25974889140,8206916,2021-12-31,Y,11827000000,0,2954000000,2405000000,1943000000,12401000000,5546000000,0,4754000000,0,1252000000,-5327000000,-5327000000,9477000000,45439000000,45439000000,0,-44122000000,3881000000,-39274000000,-39226000000,1869000000,2889000000,1023000000,3547000000,334000000,-44385000000,-0.6613762066507104,-39271000000,68.41637630662021
1165,225530,2022-05-10,7670,237519,1794862920,278718036090,36338727,2021-12-31,Y,146065000000,14234000000,3958000000,26570999999,16113999999,19012000000,7398000000,0,41349000000,53000000,1879000000,85704000000,84340000000,63713000000,71898000000,19645000000,52254000000,13213999999,663000000,9791000000,10111000000,1025000000,741000000,3171000000,8181000000,0,18124000000,28.46675886936983,13246000000,0.10425570431237358
1166,250000,2022-05-10,13950,93688,1276798400,94172725350,6750733,2021-12-31,Y,88616000000,15534000000,8115000000,9763000000,7219000000,28001000000,7213000000,0,211000000,160000000,0,60404000000,60404000000,44027000000,60872000000,21411000000,39460000000,6947000000,964000000,6255000000,6255000000,622000000,1782000000,1788000000,819999999,145000000,6403000000,15.055591582733813,6883000000,0.11355275096923204
1167,006910,2022-05-10,7000,5329328,37639620380,343908768000,49129824,2021-12-31,Y,111541000000,17713000000,7059999999,24486000000,9916000000,19239000000,7906999999,0,710000000,0,0,91592000000,91592000000,61292999999,68539000000,4488000000,64051000000,-1489000000,325000000,-926000000,-926000000,3774000000,798000000,-1266000000,1684000000,115999999,-3675000000,-371.39175809935205,784000000,0.00849385712118914
1168,226340,2022-05-10,2385,228123,524458805,73218536460,30699596,2021-12-31,Y,83546000000,2121000000,7201000000,9754000000,4695000000,35697000000,5366000000,0,20748000000,60000000,1098000000,27102000000,22406000000,24764000000,53805999999,23334000000,30472000000,-1047000000,1519000000,-3961000000,-3979000000,3839000000,1442000000,372000000,546000000,973000000,2050000000,-18.484861514768998,-1192000000,-0.024911701393968526
1169,014470,2022-05-10,2600,1278694,3389583440,156135876000,60052260,2021-12-31,Y,346311000000,25439000000,6811000000,10934000000,30727000000,149964000000,49528000000,0,39640000000,1966000000,638000000,156707000000,156707000000,76178000000,319767000000,81520000000,238248000000,-4331000000,3194000000,-14581000000,-14581000000,6236000000,11472000000,1440000000,5914000000,447000000,-600000000,-10.708173376311638,-18377000000,-0.09359450360840757
1170,008470,2022-05-10,5790,67319,381646410,48663792000,8404800,2021-12-31,Y,96779000000,10729000000,15359000000,19895000000,12876000000,15012000000,11935000000,0,1989999999,78000000,220000000,79776000000,79776000000,62245000000,98227000000,13460000000,84767000000,-14000000,223000000,2264000000,2264000000,403000000,1643000000,594000000,1318000000,0,4425000000,21.49460777385159,1618000000,0.01978793400760698
1171,338220,2022-05-10,10000,41742,414021140,113326560000,11332656,2021-12-31,Y,35606000000,2000000,19870000000,5141000000,1459000000,8467000000,2515000000,0,4547000000,746000000,416000000,22592000000,22592000000,26745000000,2248000000,2248000000,0,-17813000000,897000000,-19556000000,-19556000000,2123000000,378000000,0,813000000,84000000,-14797000000,-5.794976477807323,-17811000000,-0.6562879988208851
1172,100120,2022-05-10,38700,30138,1160861150,387072175500,10001865,2021-12-31,Y,240842999999,70717000000,4841000000,41488000000,34210000000,49596000000,16574000000,0,3013000000,419000000,1742000000,188234000000,188036000000,156720000000,193139000000,95693000000,97446000000,34809000000,2234000000,33500000000,33474000000,4475000000,8419000000,6110000000,4563000000,964000000,16166000000,11.554393298507463,35666000000,0.1864918142516562
1173,337930,2022-05-10,8850,448833,3875678740,261715881600,29572416,2021-12-31,Y,110650000000,34256000000,15355000000,10018000000,6653000000,34399000000,13366000000,487000000,8002000000,0,880000000,68249000000,68053000000,68539000000,172654000000,104478000000,68176000000,10838000000,4797000000,7762000000,7720999999,2029000000,367000000,-326000000,4447000000,496000000,13055000000,33.717583303272356,9098000000,0.1193164679807478
1174,099390,2022-05-10,11700,40722,471311300,48248413200,4123796,2021-12-31,Y,44842000000,12000000,30574000000,4712000000,4756000000,3586000000,2964000000,0,814000000,0,390000000,40442000000,40442000000,40213000000,17691000000,12192000000,5500000000,5308000000,294000000,4940000000,4940000000,3000000,303000000,740000000,276000000,18000000,5613000000,9.766885263157894,5380000000,0.13040527438433197
1175,064480,2022-05-10,5140,59877,301230730,61435850000,11952500,2021-12-31,Y,59134000000,1301000000,9147000000,12572000000,11261000000,18907000000,18298000000,0,447000000,0,13000000,39781000000,39781000000,35255000000,54363000000,7648000000,46715000000,3136000000,279000000,2819000000,2819000000,49000000,162000000,-72000000,868000000,1240000000,10706000000,21.79349059950337,2634000000,0.0654784100231188
1176,288330,2022-05-10,11350,92508,1027167700,224802923750,19806425,2021-12-31,Y,46657000000,0,34928000000,8200000000,366000000,3556000000,2308000000,0,54000000,0,0,43047000000,43047000000,44426000000,1923999999,758000000,1167000000,-26392000000,381000000,-26277999999,-26277999999,76000000,484999999,0,333000000,48000000,-21128000000,-8.554795789578918,-26686999998,-0.6191735690123199
