,STKCODE,CLOSE_PRICE,RIM
803,058400,1260,687.836536994868
1906,263700,8240,692.4620668395556
1150,038460,4620,692.957914754229
2064,256630,3235,701.0776105353893
959,045390,4010,707.504190844997
1022,214680,1635,708.7016363127486
1325,048870,3900,711.6444189955278
2004,215480,1385,719.5039379163993
2171,319400,3525,720.1490130105799
1822,033100,5230,730.2765108272363
382,013000,2385,732.6241870283993
1042,033130,2990,736.0852341436745
1596,250930,1860,737.5659233634459
987,263800,7160,738.807164506488
1192,335890,2430,763.2452727990325
824,049470,978,763.4938120018314
984,090410,2920,764.0380048691419
2005,051360,8890,768.7126402306674
1120,087260,4085,770.4286978251731
1537,064090,3570,774.3819526600566
2181,060560,1710,776.849447822415
996,099410,4190,782.0691555912921
869,060480,3685,782.6871055004508
121,024070,3295,790.7903976122828
1721,179900,15600,792.2553950031762
741,133820,3200,803.3840947546531
616,010820,4490,806.0512518762433
1909,192250,2220,813.3433936232377
871,307750,7400,822.9183116626417
1840,038010,6370,830.0
1938,027050,4050,830.7499997499999
2122,368770,4850,835.1987300488316
613,036580,6640,837.5094679274578
1915,105330,9570,840.5174217012698
1939,290510,6500,845.3881161669382
1800,049550,7190,854.3182369605406
384,021820,8090,865.0
373,000180,2780,873.6717150574324
2088,032580,1690,875.285041100971
1496,187660,4240,880.6457152670444
1809,022220,2015,883.4901428583868
1713,336060,2265,883.7918655162664
859,900280,414,888.2415491000577
284,012690,3715,893.5979910998404
1654,103840,5100,897.7416187403562
470,118000,1150,913.7596801416114
802,052900,1595,923.7227378312942
2186,097870,11950,926.9729093050648
195,014160,2240,927.1683947870847
762,211270,15750,929.5661989043584
2202,024060,7910,932.6666666666666
1763,099750,37400,947.3849044785468
531,000950,56300,952.3809523809524
977,021040,826,967.7906230014532
595,020120,8740,971.754056333689
1261,086710,7220,975.1476652178758
937,085670,5870,992.575182406859
1605,014940,3390,1000.1390934996422
1241,100660,5860,1010.3174603174602
831,192410,4655,1019.0149644144973
342,003720,3125,1023.8235294117646
1092,038290,26050,1025.697788108547
532,348950,5680,1026.5700483091787
1850,067000,6560,1027.9991348854799
1330,290520,7090,1028.4019230927493
1689,036090,1135,1030.1538036272195
1047,131180,1950,1038.160136286201
1587,065150,832,1039.4117194669116
516,013360,4655,1047.8505458966313
755,079980,7410,1059.4202895652172
1564,048830,2605,1065.481843735418
1350,208640,1325,1077.646792888956
11,012030,977,1078.9171179548396
1617,080580,25150,1080.3596387141617
968,003310,3580,1081.8722124978985
1867,382480,3395,1089.2559771873666
1328,131090,1385,1104.5454545454545
1776,037330,2345,1112.4473239557808
411,002700,2280,1122.910396831439
1198,357880,13350,1125.173798304725
1291,208370,3015,1140.1917403993732
1395,339950,3035,1142.9104123543786
1037,113810,1090,1152.9956229993634
1244,092190,8130,1163.1541339076095
1284,252500,1705,1172.9147800037554
851,024910,2560,1183.7291404381556
1321,013810,8040,1184.540652739216
865,053270,4510,1185.4888885706368
978,067080,7900,1190.869463625303
1003,228340,4635,1191.9999999999998
173,000320,11500,1200.7989375788445
1141,035620,1320,1202.0471610065465
41,009440,4520,1207.0436434532144
1082,302550,19300,1227.2309491978608
2145,052600,8210,1233.169314319811
2184,126640,1950,1249.7976914042756
1299,066910,2305,1255.1977213402315
2113,136480,3610,1256.7590104903975
682,011700,12800,1259.933728348857
546,018470,2325,1260.820639649957
410,009270,1795,1269.5564189962265
1534,038110,3460,1284.7763947652531
420,004770,3310,1292.5810240094343
833,048770,5720,1292.7743732709303
1848,044060,9400,1301.8620477026723
785,373200,10250,1306.1710205700685
1979,900250,1125,1307.3810605520823
1315,033790,829,1308.632887580256
254,336260,36850,1327.6080826429081
126,011420,2150,1336.4963990097294
141,017040,2755,1342.482736994179
2039,037030,4730,1346.351308689707
1870,053050,6520,1358.8951458831464
1326,025320,2775,1364.2267151471408
638,010040,3830,1384.0775850972732
452,085310,1115,1395.5404119597285
1831,126880,6420,1399.273248416509
1795,068330,3430,1412.3801851541089
1323,020710,7100,1413.609457715669
496,088260,6560,1420.8673953400914
1465,042110,2240,1434.3187534238875
1117,080420,3370,1435.620564769743
1413,052460,4095,1438.943872700428
1523,200470,6070,1442.3970224595557
2054,068050,4410,1444.7133025850003
929,069140,7300,1450.143979586478
852,198440,4295,1450.595935704735
1231,263810,4115,1455.9782784046688
782,078150,2295,1460.3035562816178
1620,049480,3560,1473.1537070247025
1226,046390,4425,1484.4949264855366
369,014910,2310,1495.8800180039295
901,253590,4060,1497.3521089543858
1272,017510,4255,1526.3019808474353
1544,070300,3415,1527.2721941158886
940,093640,4250,1530.5544536257619
2029,046210,3740,1545.5868780389746
837,057030,5230,1562.5864932083273
1463,121890,739,1578.8066733287524
2204,189980,3900,1584.0882733190306
1428,297570,2180,1585.1550918861376
612,005690,12000,1586.5854889053257
1445,900100,3585,1589.1388662566203
1698,203450,3675,1605.0132001435793
1453,255440,12850,1609.7411548476032
994,075970,4535,1615.2173913043475
1377,125210,12200,1627.5893673860187
819,036120,3435,1641.6901408450703
778,130500,4770,1656.2333362575807
389,308170,16500,1657.375145180023
1930,220260,8730,1660.1208804461821
439,011090,2070,1670.3993811404491
1070,090360,22250,1675.897435897436
1975,066310,15050,1681.4751163793255
674,010420,2000,1691.7962083855703
1932,046070,1470,1694.3878311671929
2059,119500,5420,1698.2869922695868
1142,064520,9450,1699.1994046349423
684,009420,16800,1702.88885063004
1290,108860,7200,1717.4507825441167
424,008700,2375,1722.4027232737785
2126,222980,7970,1727.6972874039739
1621,309930,4375,1734.8132674522167
699,372910,6100,1747.1016360748629
1933,047770,2325,1750.1439250926774
1563,198080,2925,1750.6234564504553
455,014440,4660,1750.9999999999998
1490,237690,92700,1760.8802269153628
1976,043590,2485,1763.6377004882836
120,002900,3310,1763.789898780763
388,027970,1620,1779.4417479687515
560,100250,3460,1789.238349448107
1252,122690,3715,1793.130284527404
469,070960,4900,1801.8698185725057
863,026910,5280,1804.7258526197795
385,067830,3380,1805.7598402763876
1481,109610,3170,1806.4750937485942
137,002140,6820,1810.7875382050709
1195,054220,5670,1817.5044316823016
1540,083500,10350,1829.0552911754735
2156,005860,9260,1830.5394533531571
2162,054920,7790,1832.5779339117323
1680,071460,3735,1832.7761373214191
1202,065450,7200,1837.5167522894794
2167,220180,3790,1844.0849134377575
606,078000,10550,1866.4896164018573
1224,038500,4930,1885.2572659408854
1458,019990,14900,1886.0018472568102
1381,092040,29900,1889.676121762974
1128,001810,3375,1895.4263128176171
223,024900,3055,1898.0512194387957
142,017900,2675,1906.1585627429827
1826,287410,7890,1906.3254772770267
1603,322310,20500,1918.5308729731846
1853,239340,5380,1920.3373922715186
2072,094940,9660,1926.7140639123704
1740,164060,5680,1930.237139000106
1060,217500,4305,1941.7201056205206
304,002410,5880,1946.2804056478456
1773,277410,2355,1953.781864871357
165,004270,3080,1956.8012512923833
1240,079650,2530,1971.9999999999998
1642,079000,6960,1973.6111111111113
1592,143540,2250,1982.0674465713428
1324,033170,2395,1982.0754911804581
1644,115440,10150,1984.983241804693
1548,236810,17550,2000.5388966379987
1941,123410,3155,2003.1562012141485
1604,046120,7860,2022.622039287706
2082,053160,12150,2026.6666666666665
1737,041520,6820,2033.0255900327597
1435,148250,10300,2049.6070343141646
1287,049180,5260,2065.5453775778324
813,024940,5190,2107.999999
395,017550,3740,2110.3946652897944
618,001020,2470,2116.998956569597
2086,023770,13050,2119.829783987622
1276,234100,2820,2124.441117125698
1073,067730,6030,2138.739592897276
1738,264850,3475,2151.199117801648
2075,035200,5560,2192.056184671227
2133,041460,7390,2192.1052631578946
1374,025980,7800,2196.0674890293512
343,023000,3140,2201.0
845,114190,2500,2218.731221077732
2139,050540,822,2223.281982292282
1910,115500,6340,2235.0
162,004540,4425,2245.661755005472
510,023800,10450,2246.104583559884
213,001790,4405,2249.026663000975
814,218410,29700,2250.7661900796497
1964,322780,3010,2263.1373135351887
847,039240,4655,2272.086721510071
954,036480,14350,2278.9473684210525
906,311390,16800,2285.7939214306552
2183,039610,6620,2293.859986167678
1093,220630,6470,2300.19327418183
832,032540,6370,2300.523937328416
1572,073110,8840,2306.718204357022
2085,237820,6850,2310.7255397539902
87,004060,688,2319.8226147605515
2147,092460,5510,2331.776753150722
839,051390,4100,2336.339958335124
1058,171010,7320,2354.9423318503377
1175,064480,5140,2358.5024053545285
1703,048430,9480,2361.1111111111113
1715,263770,3740,2364.961739518177
1235,252990,6380,2374.892645321757
1218,002290,4690,2377.4193548387093
1594,265560,15550,2389.1085089306257
980,299170,2645,2389.4394701365522
576,145270,1425,2392.803744692085
661,002390,21000,2394.0074107425758
685,014130,5700,2397.5
600,011280,4265,2400.5048164038217
1912,025880,4640,2407.893151521149
2043,038950,6320,2419.9949758906405
1280,039310,3415,2432.4473018955705
159,092440,4440,2434.2465753424653
752,093370,19000,2436.5376376873496
742,010660,3305,2445.4545454545455
1121,101330,3565,2458.449695778328
1962,015710,6310,2459.71307150395
1917,039420,3500,2462.0436659817765
1477,080000,3395,2467.7423537134277
526,271940,39600,2468.249140326146
1091,377480,19300,2498.680749202857
779,900290,1210,2508.7940630797775
698,009460,2075,2517.6190597338054
1474,060540,2705,2527.0434594076996
1731,215790,2110,2530.8349156119843
1014,203650,3825,2533.9015794528027
889,051490,7950,2543.661971126761
1885,158310,1680,2545.9265927007405
243,018500,950,2546.68314892035
1706,032620,6660,2550.331350536281
808,053290,7200,2554.1096386506674
1609,053980,6680,2576.082036155074
696,180640,55000,2581.437044091915
1652,101170,5270,2608.888888888889
1173,337930,8850,2610.879002581324
1307,050960,14800,2626.2775885054066
371,004980,12400,2626.8481089936386
1352,037760,2415,2632.938492068125
965,290380,6010,2637.9711895249684
692,130660,13400,2642.944785276073
985,263600,7630,2654.0600904816038
763,032790,4075,2656.5681409220347
961,006580,3260,2661.452513594041
393,248070,24000,2669.5036317068075
1432,140670,15650,2674.3658592690213
1871,119850,5070,2678.5971033094042
1735,053350,4440,2680.017438303513
153,001570,4450,2681.923509658606
1170,008470,5790,2693.698838758804
2132,063570,5890,2713.504101942009
345,002450,1635,2715.536455143527
1133,207760,7460,2723.9719832717024
887,039860,5910,2730.939220767284
1578,169330,4190,2732.3534622837656
1472,275630,5900,2741.7796875334934
1067,281740,4635,2746.0595642683516
1418,084850,33350,2755.982974463194
1193,138580,10800,2765.541284659097
1165,225530,7670,2782.430986093706
1384,036010,12150,2787.1950609248493
1282,053450,9950,2793.9262085758864
1275,100700,3720,2804.1095890410957
26,001250,4075,2825.752621678565
1103,133750,3390,2841.0211151097587
1423,158430,29500,2848.2326142388197
1675,065950,3800,2848.2568745855224
1787,048530,15450,2848.545517080995
92,025530,3690,2849.8712468883105
1448,290740,7750,2852.455898955301
207,012800,1925,2855.9202863262794
460,006740,12550,2862.1621621621625
557,088790,3630,2866.382856202698
476,016880,2170,2876.747155031811
1727,044960,7340,2877.73585628027
2137,025770,7940,2878.410959048982
387,075580,6860,2881.2940619871542
1199,032850,8500,2912.7802776501617
1019,066670,7260,2913.5586834909077
1136,201490,5290,2930.47136759916
209,001070,48200,2935.849056603773
992,100130,5220,2945.5926360184103
1516,044780,2465,2954.7513974952803
593,005740,9700,2968.2070473600434
1665,014190,3150,2972.6067634190895
288,009580,4830,2980.679743775061
736,378850,4360,2997.3217853171036
1161,206400,4605,3000.33484111999
2136,053300,6100,3010.317014196388
1425,001540,10400,3020.145034433793
2011,290090,18100,3023.1341156401154
1845,082270,14100,3028.6694026500927
1543,205100,4575,3054.171872113142
513,023810,9210,3058.9999999999995
503,102460,25100,3076.3543140104903
487,002920,3265,3077.7531554099623
365,021050,1895,3112.8230912578706
1723,191410,3730,3113.983499649311
265,115390,9940,3134.7953869002877
2061,009520,6740,3137.164270772721
1491,050760,4610,3152.189470768876
333,068290,27400,3158.9999999999995
1336,017000,11450,3163.3454387789816
2199,084110,25500,3165.2359324872205
1762,353810,5620,3180.0096631582146
203,003220,16700,3199.6760860174018
1699,011320,7270,3205.371235351523
821,036540,6200,3210.683614026906
1429,260660,7250,3216.541557553813
30,089470,4610,3224.1379310344823
1682,330350,9470,3232.071365105969
816,091340,5020,3239.1407818077687
2095,002230,4375,3239.5756155943573
1725,039020,4895,3242.9020887539436
1285,347000,14400,3247.9950901948846
651,017960,13950,3264.0475231124883
150,014530,4275,3270.2006514590726
991,006620,6980,3276.6564627876937
1223,024950,9400,3281.707711493292
1670,376980,29500,3288.279055289016
236,028100,19300,3313.2550268469013
1769,024810,1115,3315.815801573818
302,001340,5300,3316.235146095007
1565,096870,4670,3339.1231432678483
1711,069330,2640,3342.237746202882
596,014580,4700,3382.5059547331516
492,008730,22950,3408.4677419354834
402,005390,3405,3411.978938738371
1808,208140,2880,3412.0413853206223
1281,067770,4170,3414.4801349785557
1264,081580,3295,3427.2317452837515
1242,019770,5440,3433.4763948497857
1187,200780,12050,3453.5170770852897
122,037270,6870,3456.756100994791
1764,035810,4575,3459.622021941691
1369,101240,7000,3466.103988643331
63,037560,5900,3476.1897721747673
2068,114630,4050,3478.718266917588
1650,153490,1640,3479.7979797979797
1601,080520,6890,3493.774245827029
29,039570,9710,3502.249687865993
624,017810,15450,3503.8851231443664
1341,187270,4605,3511.488985685408
2006,045340,8150,3523.002930577562
1159,046310,3600,3541.096976296638
1767,134060,7090,3564.5017560413066
543,001550,22150,3564.9360516725055
1992,044490,10850,3571.1820552625054
1086,219420,7570,3571.2084224718637
1332,025870,12450,3572.5
1411,262840,8590,3573.022311359026
1640,122870,55300,3581.9676924590754
1028,066900,4040,3585.4817315638857
2084,075130,3770,3600.5804243932253
233,102260,4745,3604.97042769081
287,009680,8980,3627.2727272727275
993,005160,3385,3632.0745029881564
781,297890,17550,3640.866812305328
1842,080220,5240,3650.106249970785
2038,150900,10400,3651.787174496957
564,002780,2355,3671.709581816043
418,003410,7950,3690.6511624533014
1106,014100,6200,3700.0
1057,200350,17950,3727.718969935219
477,095720,3120,3751.147613692918
1701,241690,8350,3766.2577291744838
1821,147830,3395,3768.4999999999995
926,234690,9000,3775.8538679772664
222,004830,7930,3777.4234693877547
164,008350,2800,3783.748803879212
1438,123750,3925,3801.8885014212365
559,010640,5440,3801.9999999999995
372,011300,579,3805.806268473699
1099,100590,8120,3816.690372832019
1410,059100,7270,3835.4599016244133
392,336370,64200,3881.6913818017133
1355,050890,6660,3896.4980356619003
1579,179290,9760,3903.1224916182478
581,005420,15900,3907.731029656437
1297,032680,2645,3929.6477490426023
1729,302430,12800,3933.6094588866627
2098,239890,26000,3947.154616367853
1695,900340,1550,3959.066673325908
96,001740,4740,3975.7014981490997
999,088130,8770,3989.5195864404345
1113,059210,2735,3990.386362181999
1649,073560,2440,3994.792254698791
1372,013990,4075,4004.8606864314797
525,103590,5660,4030.7019424552973
249,002690,4590,4064.45994061189
527,015860,5440,4067.684667929264
1560,069410,7950,4076.2047254301297
850,011040,9950,4118.462209371672
1747,047560,11500,4136.62209733245
1846,064800,1550,4153.736234046241
1347,356890,11850,4163.0375390416575
907,085910,5350,4188.3853586427895
1825,090470,6760,4190.355154691718
911,153460,8190,4192.946600114486
1301,154040,3175,4229.228678958795
1393,054800,11950,4249.230461174384
1520,224110,13350,4254.681647940074
54,058850,2345,4274.1009722384915
1645,046970,2080,4282.420198620677
732,003010,6650,4288.6089056912715
2026,081150,5510,4298.593702214096
691,052690,80500,4304.552590266876
928,054050,12050,4322.992813539089
1671,008370,5440,4323.333333333333
1178,018290,6650,4324.917722891669
192,117580,14500,4332.0
218,016090,2555,4345.527593298542
99,068400,10450,4354.369088082182
167,025860,12700,4360.810093745541
247,163560,8250,4363.309352517985
823,040610,2610,4364.101993018141
310,026940,4870,4397.0
1422,059120,12050,4402.685268729979
1869,051160,16400,4408.563029462151
2205,037440,8610,4440.302460589801
709,005440,8760,4447.697701319373
225,002150,11650,4452.550414887307
1035,104460,35750,4455.0747296083255
1903,900310,1320,4493.333333333333
1053,171120,7880,4509.469250289092
963,048910,14800,4511.506766942159
1536,064850,8520,4527.3178807947015
357,041650,4045,4560.4744905444195
91,123700,4200,4562.029178274667
1549,333620,17950,4574.500414158539
140,009290,6890,4581.955374970925
2106,087600,9170,4586.999810691358
1140,018700,3610,4590.863199594462
1431,131370,5040,4600.026624322567
1254,011370,1635,4600.531454202352
2140,021650,3800,4606.569204375409
314,100220,7200,4655.782553487832
1752,066980,3670,4659.8642972610905
1547,067570,4255,4680.315245416319
194,009190,4370,4711.207289288217
1398,214430,20550,4723.671546527531
2111,067310,17600,4750.65092431524
558,003780,8160,4767.692307692308
948,004780,5480,4783.314350150557
2129,025550,5680,4794.38917189945
69,229640,7960,4794.467922632445
1196,042370,9650,4794.651913500082
2115,149980,9540,4805.013038835737
1771,352940,6160,4826.214858116645
255,016740,3635,4827.518214710397
1577,058970,17700,4827.81133273636
1151,086040,8930,4850.303634870996
1529,038870,7180,4850.575239294758
258,003160,8320,4864.623484587395
2127,318000,7650,4865.231034681781
512,129260,3345,4925.730154699459
645,006200,1730,4971.248080470505
1988,219130,17950,4996.602943482165
2062,189690,8590,5012.889050861108
2036,177830,4880,5032.853701999844
1294,290690,10950,5034.611897065259
2083,367000,15350,5047.337227304425
972,131220,8220,5053.3302747739945
553,013870,5640,5114.228608220936
1607,010470,6850,5133.172721617029
229,007590,7570,5137.4778339788345
679,004150,3395,5139.664692760243
1881,363250,10700,5161.952442006169
1985,237880,18600,5162.705444840863
1338,138070,6210,5163.737743646111
702,272210,15600,5204.071457165256
2001,054450,16200,5205.868748875955
2135,039740,4610,5225.483347856185
1633,155650,7100,5249.730679704448
1619,173130,5220,5253.603790081809
1267,080470,7890,5279.45205479452
19,069730,6020,5291.666666666666
946,008830,10750,5297.345652638324
2091,237750,7540,5310.470092048147
1045,290550,12600,5311.41189403952
936,144960,5010,5312.338302226938
1212,009300,17650,5324.960753532182
1772,079950,2615,5332.327586206896
1774,060150,10300,5351.8184972420095
450,244920,6920,5353.929744180443
1470,101490,25550,5360.477547272218
1420,032080,2800,5370.147702094674
168,005720,4415,5386.413489606869
1015,223250,12300,5449.126857158286
877,053260,9840,5462.0726495726485
1518,071670,11950,5470.0
1434,061040,6110,5473.17094483235
1600,045060,4230,5473.388165983491
2102,006140,7550,5480.666665999999
1630,232140,5070,5480.749366051824
1105,041920,5440,5483.75
1200,238200,8520,5492.665036674816
1893,052300,1240,5496.958541936765
2146,256150,11750,5524.842130346717
951,317850,9850,5535.520793040237
351,010960,4870,5570.799999999999
1991,053620,9500,5588.372093023255
1266,015750,4520,5616.499999999999
344,004380,13400,5624.761904761905
241,092780,6090,5627.081677736043
483,000910,7070,5634.26509447867
1085,042500,5970,5645.027589592102
2182,064240,3160,5651.29094652973
2073,023900,16250,5662.69841190476
1257,357550,16100,5686.526122823098
1265,045300,5510,5691.160832041369
320,014710,6130,5715.9307846198135
586,138490,13750,5719.210526315789
1056,214260,34750,5720.972504982933
1960,282880,28950,5722.85798707393
1990,023160,11850,5742.641509433962
676,213500,13600,5745.6592647169555
1041,068930,8110,5753.962716914135
632,071090,5920,5756.1611725128305
856,098460,17150,5765.951680986991
774,037370,11400,5773.7716798490055
2052,225590,2025,5775.111966705501
1485,041910,8900,5778.154340679812
683,018880,10900,5779.599100786811
1337,012790,9710,5786.9608223012265
1232,089980,38450,5815.859954542603
2142,032300,30150,5838.612427350855
133,012610,7020,5859.646630180306
1359,264660,12350,5865.757808068352
1114,058110,5860,5905.723985438487
2071,005670,6990,5928.999999999998
1955,029960,8360,5930.000000000001
437,018250,17900,5954.198675612038
1584,347890,8790,5969.685806887451
522,081000,25900,5970.5801073366665
1812,217190,8590,5978.898354622681
580,005070,53300,5982.0076445923005
1444,310200,3755,6001.424542590128
1143,053030,14050,6011.766362369402
1473,031330,4340,6014.396690188728
1590,060850,9920,6069.36416184971
538,001560,9800,6083.999999999999
1569,290650,38300,6089.515704086918
712,064350,18500,6093.696418857537
655,007280,2840,6105.7924821998495
1843,216080,17300,6113.830834614864
656,010100,3070,6115.514991254637
953,078140,9030,6123.620279979965
1026,131030,7140,6123.878408450308
478,005820,22000,6131.498670565759
1686,065370,12450,6148.232158949516
2046,065690,3155,6152.606127651202
597,015890,7000,6168.926142924347
1074,071280,5450,6182.418410152894
407,031440,69200,6241.478329132751
2028,084730,16900,6250.910012409739
666,008930,45000,6257.606338942689
307,003850,12000,6266.414325229291
408,006880,10700,6273.6402778695965
494,025820,3990,6295.676095927276
2050,318010,12900,6305.6966420147555
1256,035890,1800,6310.951385048463
2121,066130,9250,6314.84375
1322,049830,12250,6325.716164349248
250,000020,11700,6397.801476255993
1394,332370,8150,6414.174889552488
1635,251370,20200,6421.583407375463
952,290670,46400,6454.086523100518
1745,080010,7220,6472.0
1702,142210,5510,6475.635163956809
2177,090850,10200,6482.677493195694
1894,094360,19200,6501.862231680189
1302,035610,4740,6517.224440564371
1785,189300,80000,6524.625397539915
42,119650,5200,6527.272727272727
1862,263860,9030,6537.068801219744
657,047810,48350,6555.519862112076
713,079430,13750,6571.616595769175
352,004450,44200,6600.509938130663
776,050120,4990,6613.0515539344115
1318,115570,4690,6615.310548877902
1203,072950,8010,6615.460243924634
1726,067920,7600,6635.977657207965
149,083420,9310,6637.083333333333
1239,006730,10050,6663.608704711389
1918,083550,7480,6666.597935798733
971,140520,3805,6669.116462395169
897,111710,8800,6672.333398095978
1660,053080,10800,6699.330228518008
1946,089890,10550,6709.69279278421
1345,036710,5250,6736.249162918
1163,177350,9150,6752.73078301225
1983,214150,18550,6762.462219827122
1186,318410,13200,6775.5811941979855
40,009070,5670,6785.666666666666
151,014280,9160,6788.761171954776
1209,053700,5040,6793.4926967297315
2,027410,5380,6847.074511722817
885,121600,67200,6848.9785481326935
1554,265740,13550,6878.792628585504
853,049720,8800,6888.811188811189
734,008770,75900,6895.871524397308
1551,217820,10700,6918.123895130449
818,046140,7670,6922.432001595263
1646,082850,3925,6942.999265955192
1916,272110,13450,6968.737835779794
1967,294570,40650,6970.094686863492
740,010690,8570,6982.449518777127
983,077360,8610,7012.34645718923
1639,019210,8870,7015.479485896087
1191,086670,12500,7065.585846438403
1492,288620,27900,7103.252163560708
79,004250,10500,7129.629629629629
2144,030520,20150,7144.549062582948
1959,056360,8500,7157.43916380859
55,058860,2600,7167.404172174012
1130,095500,7400,7172.525223235253
1958,033290,7000,7188.3425753427955
409,005800,12900,7213.333333333335
172,090350,10600,7222.999999999999
930,040160,7630,7244.804979621393
966,290120,6340,7256.929563738282
1090,147760,5790,7262.566837703905
358,075180,5820,7305.208333333332
2101,128660,5400,7398.1885283406455
1824,054950,16950,7403.705508700987
1519,045660,14250,7428.5714285714275
1567,061970,11150,7431.152949877892
259,092200,4910,7449.4898488036415
1597,053280,7740,7461.2
1593,036560,9700,7463.492063492063
1152,099430,24800,7466.82848392122
186,008110,7680,7483.951827791513
1132,049950,22300,7484.726592615194
1253,140070,4810,7493.511409105655
796,046440,8370,7499.697106813735
1533,383310,43900,7504.770357686007
1449,238090,7980,7527.741736279824
520,007570,23000,7536.546802877804
1799,950140,7010,7548.369814855808
2196,065510,10350,7565.511735337361
810,060250,18100,7575.830955360713
1880,036890,12150,7597.543094851462
1566,376190,9710,7598.373983739837
68,000680,3600,7625.088867157065
1855,072020,13850,7632.530120481927
2160,079170,9370,7638.461538461539
18,155660,6270,7681.249999999998
1457,238120,9260,7708.519485779714
78,008260,5160,7711.506914464721
216,005880,2685,7712.6060217410095
2154,046110,10650,7788.876687718913
1816,361390,30900,7791.180367825303
1177,251630,9460,7807.672528234792
1112,241770,12350,7822.3110008790645
253,034020,20450,7835.719548574248
1456,102120,13300,7850.671488144695
303,035150,12100,7886.443118699855
1194,082920,12450,7902.3538159719565
1828,033320,6650,7914.961846629813
1882,007370,6630,7948.333333333332
2080,377220,8970,7970.328505828329
1320,204630,10600,7985.029649289629
1006,013120,4980,7994.661269203958
73,023150,10600,8011.085140853335
1651,037400,2895,8035.969170372079
945,020400,11450,8045.9907072883625
1160,066410,2840,8069.787896314426
2103,376180,17300,8084.076954537921
131,000050,15400,8127.587289857075
1382,083930,10850,8134.149295929266
127,002100,13150,8140.831831866442
35,234080,14000,8155.581773253607
939,064260,8820,8168.641651863461
854,014570,8560,8220.0
2170,170030,7470,8220.338983050848
1343,257720,16150,8233.610287484074
1517,357230,11850,8258.033840635244
285,005360,4615,8268.37390110665
102,326030,85900,8280.335703089835
1000,041930,10900,8304.430379746835
1950,241710,13450,8337.078651685393
902,212560,7970,8340.356646755039
1389,127710,2725,8397.88696491155
729,126560,3220,8458.666871379888
511,034590,27100,8487.334373544203
341,005680,11750,8515.0
1245,046890,12600,8516.192325239172
1875,311320,21150,8529.790864423838
675,009180,3905,8548.47206388517
783,195940,37700,8557.837311070502
1419,114840,25450,8574.908945994306
1528,230360,17850,8589.997860240943
894,130580,9440,8625.974025974025
1162,019010,2375,8638.796680497924
283,009900,21300,8640.34402199819
841,079940,13600,8640.863660824232
801,122450,8680,8645.454191731755
1365,376290,6610,8668.271272830241
1810,040420,7690,8695.872927099841
1066,228850,11650,8714.355855525166
1580,009780,6720,8743.181818181818
1602,039830,9380,8811.759666780948
1249,093920,6220,8905.913978494622
1334,065350,12600,8919.38814612806
640,004090,16300,8939.572022322145
1388,159010,20700,8951.806255825479
2056,263750,61200,8964.762199587745
811,030190,17350,9005.873689488004
793,036670,9420,9010.647737355812
997,033500,11950,9023.728341040192
1246,063170,23150,9026.532570935275
1089,098120,11700,9042.718151816134
1834,094970,3920,9060.05645966382
1430,361570,17350,9078.769675396155
2195,200670,19350,9091.188076372799
1001,060380,3415,9179.187817258884
1292,068760,82500,9184.998524593704
754,005870,10550,9220.732621777464
488,000700,6090,9226.316509772823
960,108380,14300,9236.638883584379
1166,250000,13950,9265.660484572563
2000,089030,20550,9280.306625085721
1791,071200,6770,9286.593980158923
1118,080160,20750,9297.883597883598
1922,064820,4750,9305.952081385221
208,015230,5670,9324.788439684266
598,006890,15100,9409.482758620688
529,317400,8810,9420.996882100493
2138,054040,4650,9448.525911734529
300,155900,3260,9473.681717452178
1407,114810,9300,9508.665354736586
2037,037070,17850,9542.999999999998
608,019180,4280,9548.888888888887
687,002220,5750,9573.569920134723
1629,122990,11000,9604.447676674103
2203,010240,7890,9626.951764451545
2108,347770,19800,9646.121847139266
1293,091990,58800,9648.423554960951
982,317330,23800,9700.486923414963
1750,101360,26800,9702.159309397723
2099,347740,17850,9720.57317393708
575,381970,25200,9727.463612317402
362,200880,6760,9727.902505054213
1083,377450,14050,9740.911713791113
1815,122310,10400,9841.386233767516
1717,023410,4790,9913.354608394426
1790,039290,16400,9931.012017743775
673,016450,6780,10072.5
647,023350,8420,10080.365296803651
361,007860,8110,10083.54229270007
1312,094840,7300,10136.70949899922
1798,094820,23800,10162.010553423373
634,000080,36550,10228.904369404278
637,005430,47550,10267.326310536879
1251,178320,18200,10273.640349198931
615,028670,6780,10275.651485339478
1626,109080,15100,10285.66359119943
1494,058610,15300,10333.962202895204
1123,348030,15600,10355.27603656886
1030,092070,21500,10375.170521449538
256,192650,10250,10379.9162386795
193,016710,59300,10401.21982970341
556,035000,6430,10442.791627827864
592,264900,10900,10458.445285595084
2176,039010,9450,10480.0
1213,225190,13400,10490.222235397583
1145,064550,27950,10522.934437275426
1076,085370,22750,10541.436295523987
1709,024800,3145,10546.821474017808
1311,317770,17650,10556.577887505648
665,042700,14300,10557.850760526557
1043,105740,11650,10595.964725023056
760,054620,12050,10631.933428592343
493,008250,11550,10647.66606391978
1830,026040,3610,10673.911871152019
1408,031310,3800,10695.9301085688
1683,348350,16250,10697.592207078047
1887,004650,13650,10708.435585909298
1708,078070,17700,10726.533148116334
1679,053580,22200,10782.484110252475
898,091590,9190,10801.533219761499
1373,123860,24950,10833.619258564979
975,054670,12200,10932.836964608647
