,STKCODE,DATE,CLOSE_PRICE,TRDVOL,TRDVAL,MARKETCAP,SHARES,REPORT_DATE,REPORT,Assets_Total,Current_Inventory,Current_Fin_Assets,Cash_and_Cash_Equivalents,Current_Receviables,Current_Liab_Total,Current_Payables,Current_Emp_Benefits,LT_Liab_Total,LT_Payables,LT_Emp_Benefits,Equity_Total,Controlling_Equity_Total,Current_Assets_Total,REV,GROSS,CGS,OPR,SGA_2,NETINC,NETINC_1,FINCOST,FININC,TAX,Add_Exp_WO_CF_Out_5,Add_Exp_WO_CF_Out_6,CFO_Total,PER,ROA,CurrentRatio,LiabRatio,GrossMargin,AssetTurnover,ROA_prev,GrossMargin_prev,AssetTurnover_prev,LiabRatio_prev,CurrentRatio_prev,SHARES_prev,F_ROA,F_ROA_dt,F_CFO,F_Accrual,F_Liquid,F_Lever,F_Shares,F_Margin,F_Turn,F_Score
1528,365590,2022-05-10,2125,108049,229729095,9775000000,4600000,2021-12-31,Y,14625000000,3091000000,0,1044999999,5376000000,6210000000,4160000000,0,225000000,0,130000000,8190000000,8190000000,9845000000,13309000000,4860000000,8448999999,-4316000000,640000000,-4999000000,-4999000000,466000000,237000000,-8000000,319000000,320000000,-2984000000,-1.9553910782156432,-34.18119658119658,1.5853462157809983,0.7582417582417582,0.3651664287324367,0.910017094017094,-78.69914796591864,-0.23469387755102042,0.17640705628225128,8.879310354531171,0.32454923721561013,4600000,0,0,0,0,0,0,0,0,0,0
1529,265740,2022-05-10,13550,33684,442577250,121025890000,8931800,2021-12-31,Y,68311000000,6451000000,0,12068000000,3431000000,11308000000,2208000000,0,919000000,0,811000000,56084000000,56084000000,22286000000,40415000000,12413000000,28002000000,5764000000,440000000,6144000000,6144000000,725000000,1547000000,551000000,1264000000,35000000,5613000000,19.698224283854167,8.994159066621773,1.9708171206225682,0.2016261322302261,0.30713843869850305,0.5916323871704411,0.9921020892502821,0.3148687171792948,0.4321804199250412,0.3220496955995796,2.013115763546798,8931800,0,0,0,0,0,0,0,0,0,0
1530,354200,2022-05-10,10600,33021,344888600,131767667200,12430912,2021-12-31,Y,43867000000,1219000000,8011000000,16296000000,1632000000,8055000000,1334000000,0,1814999999,40000000,1188000000,33998000000,33998000000,27374000000,7163000000,2403000000,4760000000,-8732000000,505999999,-8431000000,-8431000000,189000000,298000000,0,876000000,153000000,-7523000000,-15.628948784248607,-19.219458818701984,3.3983860955927994,0.23692570151185363,0.3354739634231467,0.16328903275810974,-16.6582309234102,0.37434449334409037,0.050189298078675115,0.16265772394991435,6.281667161079798,12430912,0,0,0,0,0,0,0,0,0,0
1531,208860,2022-05-10,2205,0,0,25233717915,11443863,2021-12-31,Y,35045000000,208000000,2312000000,8930000000,1517000000,25039000000,1562000000,0,3842000000,80000000,42000000,6164000000,6164000000,28508000000,4784000000,4784000000,0,-2670000000,265000000,-5433000000,-5433000000,1497000000,965000000,0,826000000,405999999,5226000000,-4.644527501380453,-15.502924810957342,1.1385438715603657,4.062134977287475,1.0,0.13651020116992438,0.7250721741061514,0.5838759038675028,0.37007550521874305,0.942138708990848,1.745659330020009,11443863,0,0,0,0,0,0,0,0,0,0
1532,183490,2022-05-10,19800,122591,2467482900,275888606400,13933768,2021-12-31,Y,133083999999,8355000000,91921000000,2784000000,5867000000,53621000000,4531000000,0,4802000000,0,627000000,74662000000,74662000000,109783000000,22975000000,287000000,22689000000,-20754000000,664000000,-27864999999,-27864999999,9508000000,968000000,-1639999999,1880000000,231000000,-18589000000,-9.900901001611373,-20.937903879662002,2.0473881501650473,0.7181832793120999,0.012491838955386289,0.17263532806477588,-14.141128576275019,0.07049345417925479,0.20854267297781942,0.13498337541216562,10.73170482420278,13933768,0,0,0,0,0,0,0,0,0,0
1533,182400,2022-05-10,19900,497034,9416787850,781568360800,39274792,2021-12-31,Y,180601000000,2918000000,9385000000,11748000000,4019000000,42669000000,6414000000,0,18030000000,0,0,119902000000,120261999999,29838000000,13019999999,9286000000,3734000000,-47440000000,8378000000,-51079000000,-50336000000,6383000000,4190000000,984000000,4511000000,3940999999,-34155000000,-15.301168010336928,-28.282789131843124,0.6992898825845462,0.3558656235926006,0.713210445523288,0.07209262406631192,-20.184308453640384,0.7030466640956421,0.05051921990375436,0.40135498870842745,0.9762058011336503,39274792,0,0,0,0,0,0,0,0,0,0
1534,348370,2022-05-10,80000,130757,10050893500,1217058800000,15213235,2021-12-31,Y,407421000000,62969000000,420000000,81512000000,64845000000,140021000000,31383999999,0,50797000000,978999999,1459000000,216603000000,216603000000,242073999999,214330000000,-3440999999,217771000000,-25967000000,589000000,-19467000000,-19467000000,16082000000,11439000000,-5375000000,4417000000,41000000,-112418000000,-62.51907330353932,-4.778104221431885,1.7288406738917734,0.6464407233510154,-0.016054682027714273,0.5260651758254975,0.25174234848979715,0.17592592592592593,0.6978840578253682,0.6273733450277743,1.6865230474263042,15213235,0,0,0,0,0,0,0,0,0,0
1535,069410,2022-05-10,7950,41030,320358860,81446350800,10244824,2021-12-31,Y,67807000000,14000000,28958999999,11301000000,6891000000,14588999999,10321000000,0,159000000,0,0,53059000000,53059000000,54355999999,57500000000,16402000000,41098000000,2446000000,544000000,4176000000,4176000000,996000000,2830000000,1156000000,704000000,25000000,9318000000,19.503436494252874,6.158656185939504,3.725820824095265,0.2749580655308242,0.28525217391304347,0.8479950447593906,12.170378692749983,0.32714187437159337,0.9366697508426409,0.21925678428815906,4.139565136591711,10244824,0,0,0,0,0,0,0,0,0,0
1536,291230,2022-05-10,9160,382917,3438725680,377388555840,41199624,2021-12-31,Y,60236000000,30000000,1811000000,12617000000,3019000000,23749000000,4880000000,0,154000000,16000000,0,36333000000,31070999999,19280000000,24872000000,24872000000,0,906000000,1190000000,-10813000000,-10540000000,183000000,19000000,526000000,1176000000,14000000,9583000000,-34.901373886987884,-17.951059167275382,0.811823655732873,0.6536481986073267,1.0,0.4129092237200345,14.07888407888408,1.0,1.0874458874458874,0.4935897435897436,1.398657522253028,41199624,0,0,0,0,0,0,0,0,0,0
1537,198080,2022-05-10,2925,52269,150325135,62990416125,21535185,2021-12-31,Y,222517000000,42168000000,1130000000,62005999999,38198000000,111997000000,40568000000,0,18013000000,212000000,3569000000,92507000000,92507000000,150674000000,304929000000,40380000000,264548999999,7945999999,3322000000,3770000000,3770000000,2189000000,399000000,4088000000,6556000000,2506000000,1533000000,16.70833318965517,1.694252573960641,1.34533960731091,1.2106867588398715,0.1324242692561219,1.3703627138600647,-2.8310850406513315,0.14381319685458235,1.3262233803473997,0.7798935669550737,1.588342694456049,21535185,0,0,0,0,0,0,0,0,0,0
